DataMovimento;CodLinha;NomeLinha;TipoPassageiro;NomePassageiro;Demanda
01/02/2022;1;Terminal Antônio Bezerra                ;3;Estudante;35
01/02/2022;1;Terminal Antônio Bezerra                ;4;Gratuidade Idoso;2884
01/02/2022;1;Terminal Antônio Bezerra                ;5;Vale-transporte (vermelho);8
01/02/2022;1;Terminal Antônio Bezerra                ;11;Idoso Identificação;411
01/02/2022;1;Terminal Antônio Bezerra                ;12;Estudante com débito;1194
01/02/2022;1;Terminal Antônio Bezerra                ;16;Grat. Deficiente - S/Acomp;11
01/02/2022;1;Terminal Antônio Bezerra                ;31;Vt. Institucional;1
01/02/2022;1;Terminal Antônio Bezerra                ;32;Gratuidade Infantil;1
01/02/2022;1;Terminal Antônio Bezerra                ;37;VT Beneficio Piloto BUM;136
01/02/2022;2;Catraca Móvel/Terminal/Antônio Bezerra;2;Popular;203
01/02/2022;2;Catraca Móvel/Terminal/Antônio Bezerra;4;Gratuidade Idoso;85
01/02/2022;2;Catraca Móvel/Terminal/Antônio Bezerra;11;Idoso Identificação;50
01/02/2022;2;Catraca Móvel/Terminal/Antônio Bezerra;12;Estudante com débito;77
01/02/2022;2;Catraca Móvel/Terminal/Antônio Bezerra;16;Grat. Deficiente - S/Acomp;2
01/02/2022;3;Terminal Parangaba I                    ;2;Popular;111
01/02/2022;3;Terminal Parangaba I                    ;3;Estudante;220
01/02/2022;3;Terminal Parangaba I                    ;4;Gratuidade Idoso;5735
01/02/2022;3;Terminal Parangaba I                    ;5;Vale-transporte (vermelho);13
01/02/2022;3;Terminal Parangaba I                    ;6;Crachá Empresas;7
01/02/2022;3;Terminal Parangaba I                    ;9;Vt. Identificação;78
01/02/2022;3;Terminal Parangaba I                    ;11;Idoso Identificação;1067
01/02/2022;3;Terminal Parangaba I                    ;12;Estudante com débito;2492
01/02/2022;3;Terminal Parangaba I                    ;15;Projovem;19
01/02/2022;3;Terminal Parangaba I                    ;16;Grat. Deficiente - S/Acomp;155
01/02/2022;3;Terminal Parangaba I                    ;31;Vt. Institucional;2
01/02/2022;3;Terminal Parangaba I                    ;32;Gratuidade Infantil;2
01/02/2022;3;Terminal Parangaba I                    ;37;VT Beneficio Piloto BUM;38
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;3;Estudante;6
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;4;Gratuidade Idoso;758
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;5;Vale-transporte (vermelho);3
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;9;Vt. Identificação;14
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;11;Idoso Identificação;267
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;12;Estudante com débito;796
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;15;Projovem;8
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;16;Grat. Deficiente - S/Acomp;147
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;31;Vt. Institucional;3
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;32;Gratuidade Infantil;2
01/02/2022;4;Messejana/Papicu/Cambeba/TJ;37;VT Beneficio Piloto BUM;3
01/02/2022;5;Terminal Lagoa                          ;3;Estudante;17
01/02/2022;5;Terminal Lagoa                          ;4;Gratuidade Idoso;553
01/02/2022;5;Terminal Lagoa                          ;5;Vale-transporte (vermelho);4
01/02/2022;5;Terminal Lagoa                          ;11;Idoso Identificação;167
01/02/2022;5;Terminal Lagoa                          ;12;Estudante com débito;387
01/02/2022;5;Terminal Lagoa                          ;15;Projovem;5
01/02/2022;5;Terminal Lagoa                          ;16;Grat. Deficiente - S/Acomp;17
01/02/2022;5;Terminal Lagoa                          ;37;VT Beneficio Piloto BUM;1
01/02/2022;6;Terminal Messejana                      ;4;Gratuidade Idoso;2046
01/02/2022;6;Terminal Messejana                      ;5;Vale-transporte (vermelho);12
01/02/2022;6;Terminal Messejana                      ;6;Crachá Empresas;1
01/02/2022;6;Terminal Messejana                      ;11;Idoso Identificação;693
01/02/2022;6;Terminal Messejana                      ;12;Estudante com débito;1514
01/02/2022;6;Terminal Messejana                      ;16;Grat. Deficiente - S/Acomp;70
01/02/2022;6;Terminal Messejana                      ;31;Vt. Institucional;1
01/02/2022;6;Terminal Messejana                      ;37;VT Beneficio Piloto BUM;14
01/02/2022;7;Terminal Cj Ceará                       ;2;Popular;32
01/02/2022;7;Terminal Cj Ceará                       ;3;Estudante;23
01/02/2022;7;Terminal Cj Ceará                       ;4;Gratuidade Idoso;776
01/02/2022;7;Terminal Cj Ceará                       ;5;Vale-transporte (vermelho);33
01/02/2022;7;Terminal Cj Ceará                       ;11;Idoso Identificação;194
01/02/2022;7;Terminal Cj Ceará                       ;12;Estudante com débito;434
01/02/2022;7;Terminal Cj Ceará                       ;15;Projovem;8
01/02/2022;7;Terminal Cj Ceará                       ;16;Grat. Deficiente - S/Acomp;54
01/02/2022;7;Terminal Cj Ceará                       ;31;Vt. Institucional;26
01/02/2022;7;Terminal Cj Ceará                       ;37;VT Beneficio Piloto BUM;6
01/02/2022;8;Terminal Papicu                         ;2;Popular;74
01/02/2022;8;Terminal Papicu                         ;3;Estudante;43
01/02/2022;8;Terminal Papicu                         ;4;Gratuidade Idoso;992
01/02/2022;8;Terminal Papicu                         ;5;Vale-transporte (vermelho);3
01/02/2022;8;Terminal Papicu                         ;9;Vt. Identificação;25
01/02/2022;8;Terminal Papicu                         ;11;Idoso Identificação;173
01/02/2022;8;Terminal Papicu                         ;12;Estudante com débito;530
01/02/2022;8;Terminal Papicu                         ;15;Projovem;5
01/02/2022;8;Terminal Papicu                         ;16;Grat. Deficiente - S/Acomp;15
01/02/2022;8;Terminal Papicu                         ;32;Gratuidade Infantil;1
01/02/2022;8;Terminal Papicu                         ;37;VT Beneficio Piloto BUM;9
01/02/2022;10;Terminal Siqueira                       ;3;Estudante;1
01/02/2022;10;Terminal Siqueira                       ;4;Gratuidade Idoso;2012
01/02/2022;10;Terminal Siqueira                       ;5;Vale-transporte (vermelho);4
01/02/2022;10;Terminal Siqueira                       ;11;Idoso Identificação;301
01/02/2022;10;Terminal Siqueira                       ;12;Estudante com débito;830
01/02/2022;10;Terminal Siqueira                       ;16;Grat. Deficiente - S/Acomp;74
01/02/2022;10;Terminal Siqueira                       ;37;VT Beneficio Piloto BUM;30
01/02/2022;11;Circular I;3;Estudante;16
01/02/2022;11;Circular I;4;Gratuidade Idoso;781
01/02/2022;11;Circular I;5;Vale-transporte (vermelho);5
01/02/2022;11;Circular I;6;Crachá Empresas;1
01/02/2022;11;Circular I;9;Vt. Identificação;14
01/02/2022;11;Circular I;11;Idoso Identificação;233
01/02/2022;11;Circular I;12;Estudante com débito;650
01/02/2022;11;Circular I;15;Projovem;4
01/02/2022;11;Circular I;16;Grat. Deficiente - S/Acomp;12
01/02/2022;11;Circular I;31;Vt. Institucional;1
01/02/2022;11;Circular I;32;Gratuidade Infantil;1
01/02/2022;11;Circular I;37;VT Beneficio Piloto BUM;36
01/02/2022;12;Circular II;3;Estudante;11
01/02/2022;12;Circular II;4;Gratuidade Idoso;865
01/02/2022;12;Circular II;5;Vale-transporte (vermelho);3
01/02/2022;12;Circular II;6;Crachá Empresas;1
01/02/2022;12;Circular II;9;Vt. Identificação;28
01/02/2022;12;Circular II;11;Idoso Identificação;218
01/02/2022;12;Circular II;12;Estudante com débito;635
01/02/2022;12;Circular II;15;Projovem;1
01/02/2022;12;Circular II;16;Grat. Deficiente - S/Acomp;17
01/02/2022;12;Circular II;31;Vt. Institucional;3
01/02/2022;12;Circular II;32;Gratuidade Infantil;2
01/02/2022;12;Circular II;37;VT Beneficio Piloto BUM;42
01/02/2022;14;Aguanambi/Rodoviária II;3;Estudante;53
01/02/2022;14;Aguanambi/Rodoviária II;4;Gratuidade Idoso;140
01/02/2022;14;Aguanambi/Rodoviária II;5;Vale-transporte (vermelho);1
01/02/2022;14;Aguanambi/Rodoviária II;9;Vt. Identificação;54
01/02/2022;14;Aguanambi/Rodoviária II;11;Idoso Identificação;42
01/02/2022;14;Aguanambi/Rodoviária II;12;Estudante com débito;135
01/02/2022;14;Aguanambi/Rodoviária II;15;Projovem;4
01/02/2022;14;Aguanambi/Rodoviária II;16;Grat. Deficiente - S/Acomp;18
01/02/2022;14;Aguanambi/Rodoviária II;32;Gratuidade Infantil;1
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;3;Estudante;7
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;4;Gratuidade Idoso;1235
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;5;Vale-transporte (vermelho);4
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;9;Vt. Identificação;20
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;11;Idoso Identificação;223
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;12;Estudante com débito;703
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;15;Projovem;2
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;16;Grat. Deficiente - S/Acomp;95
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;31;Vt. Institucional;4
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;32;Gratuidade Infantil;2
01/02/2022;15;Cj Ceará/Antônio Bezerra I              ;37;VT Beneficio Piloto BUM;9
01/02/2022;16;Cuca Barra/Papicu                       ;3;Estudante;1
01/02/2022;16;Cuca Barra/Papicu                       ;4;Gratuidade Idoso;544
01/02/2022;16;Cuca Barra/Papicu                       ;9;Vt. Identificação;3
01/02/2022;16;Cuca Barra/Papicu                       ;11;Idoso Identificação;60
01/02/2022;16;Cuca Barra/Papicu                       ;12;Estudante com débito;389
01/02/2022;16;Cuca Barra/Papicu                       ;15;Projovem;2
01/02/2022;16;Cuca Barra/Papicu                       ;16;Grat. Deficiente - S/Acomp;22
01/02/2022;16;Cuca Barra/Papicu                       ;32;Gratuidade Infantil;1
01/02/2022;16;Cuca Barra/Papicu                       ;37;VT Beneficio Piloto BUM;4
01/02/2022;21;Luciano Cavalcante/Papicu               ;3;Estudante;2
01/02/2022;21;Luciano Cavalcante/Papicu               ;4;Gratuidade Idoso;642
01/02/2022;21;Luciano Cavalcante/Papicu               ;5;Vale-transporte (vermelho);3
01/02/2022;21;Luciano Cavalcante/Papicu               ;9;Vt. Identificação;9
01/02/2022;21;Luciano Cavalcante/Papicu               ;11;Idoso Identificação;166
01/02/2022;21;Luciano Cavalcante/Papicu               ;12;Estudante com débito;480
01/02/2022;21;Luciano Cavalcante/Papicu               ;16;Grat. Deficiente - S/Acomp;41
01/02/2022;21;Luciano Cavalcante/Papicu               ;32;Gratuidade Infantil;1
01/02/2022;21;Luciano Cavalcante/Papicu               ;37;VT Beneficio Piloto BUM;2
01/02/2022;22;Jardim das Oliveiras/Centro             ;3;Estudante;7
01/02/2022;22;Jardim das Oliveiras/Centro             ;4;Gratuidade Idoso;268
01/02/2022;22;Jardim das Oliveiras/Centro             ;5;Vale-transporte (vermelho);2
01/02/2022;22;Jardim das Oliveiras/Centro             ;9;Vt. Identificação;5
01/02/2022;22;Jardim das Oliveiras/Centro             ;11;Idoso Identificação;75
01/02/2022;22;Jardim das Oliveiras/Centro             ;12;Estudante com débito;237
01/02/2022;22;Jardim das Oliveiras/Centro             ;15;Projovem;2
01/02/2022;22;Jardim das Oliveiras/Centro             ;16;Grat. Deficiente - S/Acomp;26
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;2;Popular;1
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;3;Estudante;24
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;4;Gratuidade Idoso;2560
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;5;Vale-transporte (vermelho);28
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;6;Crachá Empresas;1
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;9;Vt. Identificação;36
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;11;Idoso Identificação;740
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;12;Estudante com débito;1700
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;15;Projovem;10
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;16;Grat. Deficiente - S/Acomp;192
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;31;Vt. Institucional;5
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;32;Gratuidade Infantil;10
01/02/2022;24;Antônio Bezerra/Lagoa/Unifor            ;37;VT Beneficio Piloto BUM;12
01/02/2022;25;Opaia/Lagoa                             ;3;Estudante;11
01/02/2022;25;Opaia/Lagoa                             ;4;Gratuidade Idoso;247
01/02/2022;25;Opaia/Lagoa                             ;6;Crachá Empresas;1
01/02/2022;25;Opaia/Lagoa                             ;9;Vt. Identificação;10
01/02/2022;25;Opaia/Lagoa                             ;11;Idoso Identificação;33
01/02/2022;25;Opaia/Lagoa                             ;12;Estudante com débito;104
01/02/2022;25;Opaia/Lagoa                             ;15;Projovem;4
01/02/2022;25;Opaia/Lagoa                             ;16;Grat. Deficiente - S/Acomp;14
01/02/2022;26;Antônio Bezerra/Messejana               ;2;Popular;1
01/02/2022;26;Antônio Bezerra/Messejana               ;3;Estudante;58
01/02/2022;26;Antônio Bezerra/Messejana               ;4;Gratuidade Idoso;2367
01/02/2022;26;Antônio Bezerra/Messejana               ;5;Vale-transporte (vermelho);48
01/02/2022;26;Antônio Bezerra/Messejana               ;9;Vt. Identificação;65
01/02/2022;26;Antônio Bezerra/Messejana               ;11;Idoso Identificação;495
01/02/2022;26;Antônio Bezerra/Messejana               ;12;Estudante com débito;1325
01/02/2022;26;Antônio Bezerra/Messejana               ;15;Projovem;17
01/02/2022;26;Antônio Bezerra/Messejana               ;16;Grat. Deficiente - S/Acomp;127
01/02/2022;26;Antônio Bezerra/Messejana               ;31;Vt. Institucional;3
01/02/2022;26;Antônio Bezerra/Messejana               ;32;Gratuidade Infantil;7
01/02/2022;26;Antônio Bezerra/Messejana               ;37;VT Beneficio Piloto BUM;33
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;3;Estudante;12
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;4;Gratuidade Idoso;1704
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;5;Vale-transporte (vermelho);9
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;9;Vt. Identificação;4
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;11;Idoso Identificação;361
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;12;Estudante com débito;1166
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;15;Projovem;1
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;16;Grat. Deficiente - S/Acomp;64
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;32;Gratuidade Infantil;1
01/02/2022;27;Siqueira/Papicu/Aeroporto               ;37;VT Beneficio Piloto BUM;21
01/02/2022;28;Antônio Bezerra/Papicu                  ;3;Estudante;76
01/02/2022;28;Antônio Bezerra/Papicu                  ;4;Gratuidade Idoso;2478
01/02/2022;28;Antônio Bezerra/Papicu                  ;5;Vale-transporte (vermelho);9
01/02/2022;28;Antônio Bezerra/Papicu                  ;6;Crachá Empresas;1
01/02/2022;28;Antônio Bezerra/Papicu                  ;9;Vt. Identificação;52
01/02/2022;28;Antônio Bezerra/Papicu                  ;11;Idoso Identificação;549
01/02/2022;28;Antônio Bezerra/Papicu                  ;12;Estudante com débito;1708
01/02/2022;28;Antônio Bezerra/Papicu                  ;15;Projovem;9
01/02/2022;28;Antônio Bezerra/Papicu                  ;16;Grat. Deficiente - S/Acomp;73
01/02/2022;28;Antônio Bezerra/Papicu                  ;31;Vt. Institucional;6
01/02/2022;28;Antônio Bezerra/Papicu                  ;32;Gratuidade Infantil;3
01/02/2022;28;Antônio Bezerra/Papicu                  ;37;VT Beneficio Piloto BUM;78
01/02/2022;29;Parangaba/Náutico                       ;3;Estudante;28
01/02/2022;29;Parangaba/Náutico                       ;4;Gratuidade Idoso;2234
01/02/2022;29;Parangaba/Náutico                       ;5;Vale-transporte (vermelho);10
01/02/2022;29;Parangaba/Náutico                       ;6;Crachá Empresas;2
01/02/2022;29;Parangaba/Náutico                       ;9;Vt. Identificação;23
01/02/2022;29;Parangaba/Náutico                       ;11;Idoso Identificação;719
01/02/2022;29;Parangaba/Náutico                       ;12;Estudante com débito;1720
01/02/2022;29;Parangaba/Náutico                       ;15;Projovem;6
01/02/2022;29;Parangaba/Náutico                       ;16;Grat. Deficiente - S/Acomp;59
01/02/2022;29;Parangaba/Náutico                       ;31;Vt. Institucional;3
01/02/2022;29;Parangaba/Náutico                       ;32;Gratuidade Infantil;1
01/02/2022;29;Parangaba/Náutico                       ;37;VT Beneficio Piloto BUM;14
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;3;Estudante;32
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;4;Gratuidade Idoso;2219
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;5;Vale-transporte (vermelho);15
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;6;Crachá Empresas;3
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;9;Vt. Identificação;30
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;11;Idoso Identificação;648
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;12;Estudante com débito;1507
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;15;Projovem;3
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;16;Grat. Deficiente - S/Acomp;60
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;31;Vt. Institucional;5
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;32;Gratuidade Infantil;1
01/02/2022;30;Siqueira/Papicu/13 de Maio              ;37;VT Beneficio Piloto BUM;14
01/02/2022;31;Av. Borges de Melo/ Papicu I;3;Estudante;37
01/02/2022;31;Av. Borges de Melo/ Papicu I;4;Gratuidade Idoso;1818
01/02/2022;31;Av. Borges de Melo/ Papicu I;5;Vale-transporte (vermelho);7
01/02/2022;31;Av. Borges de Melo/ Papicu I;6;Crachá Empresas;3
01/02/2022;31;Av. Borges de Melo/ Papicu I;9;Vt. Identificação;18
01/02/2022;31;Av. Borges de Melo/ Papicu I;11;Idoso Identificação;424
01/02/2022;31;Av. Borges de Melo/ Papicu I;12;Estudante com débito;1110
01/02/2022;31;Av. Borges de Melo/ Papicu I;15;Projovem;11
01/02/2022;31;Av. Borges de Melo/ Papicu I;16;Grat. Deficiente - S/Acomp;72
01/02/2022;31;Av. Borges de Melo/ Papicu I;31;Vt. Institucional;2
01/02/2022;31;Av. Borges de Melo/ Papicu I;32;Gratuidade Infantil;1
01/02/2022;31;Av. Borges de Melo/ Papicu I;37;VT Beneficio Piloto BUM;13
01/02/2022;32;Av. Borges de Melo/ Papicu II;3;Estudante;38
01/02/2022;32;Av. Borges de Melo/ Papicu II;4;Gratuidade Idoso;1978
01/02/2022;32;Av. Borges de Melo/ Papicu II;5;Vale-transporte (vermelho);7
01/02/2022;32;Av. Borges de Melo/ Papicu II;6;Crachá Empresas;1
01/02/2022;32;Av. Borges de Melo/ Papicu II;9;Vt. Identificação;23
01/02/2022;32;Av. Borges de Melo/ Papicu II;11;Idoso Identificação;478
01/02/2022;32;Av. Borges de Melo/ Papicu II;12;Estudante com débito;1255
01/02/2022;32;Av. Borges de Melo/ Papicu II;15;Projovem;9
01/02/2022;32;Av. Borges de Melo/ Papicu II;16;Grat. Deficiente - S/Acomp;86
01/02/2022;32;Av. Borges de Melo/ Papicu II;31;Vt. Institucional;5
01/02/2022;32;Av. Borges de Melo/ Papicu II;32;Gratuidade Infantil;4
01/02/2022;32;Av. Borges de Melo/ Papicu II;37;VT Beneficio Piloto BUM;13
01/02/2022;34;Corujão/Av. Paranjana I                 ;4;Gratuidade Idoso;12
01/02/2022;34;Corujão/Av. Paranjana I                 ;9;Vt. Identificação;1
01/02/2022;34;Corujão/Av. Paranjana I                 ;11;Idoso Identificação;1
01/02/2022;34;Corujão/Av. Paranjana I                 ;12;Estudante com débito;7
01/02/2022;35;Corujão/Av. Paranjana II                ;4;Gratuidade Idoso;27
01/02/2022;35;Corujão/Av. Paranjana II                ;5;Vale-transporte (vermelho);1
01/02/2022;35;Corujão/Av. Paranjana II                ;12;Estudante com débito;9
01/02/2022;35;Corujão/Av. Paranjana II                ;31;Vt. Institucional;1
01/02/2022;36;Corujão/Cj Ceará/Papicu/Montese         ;4;Gratuidade Idoso;52
01/02/2022;36;Corujão/Cj Ceará/Papicu/Montese         ;9;Vt. Identificação;1
01/02/2022;36;Corujão/Cj Ceará/Papicu/Montese         ;11;Idoso Identificação;1
01/02/2022;36;Corujão/Cj Ceará/Papicu/Montese         ;12;Estudante com débito;17
01/02/2022;36;Corujão/Cj Ceará/Papicu/Montese         ;16;Grat. Deficiente - S/Acomp;2
01/02/2022;38;Parangaba/Papicu                        ;2;Popular;1
01/02/2022;38;Parangaba/Papicu                        ;3;Estudante;19
01/02/2022;38;Parangaba/Papicu                        ;4;Gratuidade Idoso;3228
01/02/2022;38;Parangaba/Papicu                        ;5;Vale-transporte (vermelho);19
01/02/2022;38;Parangaba/Papicu                        ;6;Crachá Empresas;4
01/02/2022;38;Parangaba/Papicu                        ;9;Vt. Identificação;28
01/02/2022;38;Parangaba/Papicu                        ;11;Idoso Identificação;949
01/02/2022;38;Parangaba/Papicu                        ;12;Estudante com débito;1896
01/02/2022;38;Parangaba/Papicu                        ;15;Projovem;6
01/02/2022;38;Parangaba/Papicu                        ;16;Grat. Deficiente - S/Acomp;96
01/02/2022;38;Parangaba/Papicu                        ;31;Vt. Institucional;3
01/02/2022;38;Parangaba/Papicu                        ;32;Gratuidade Infantil;6
01/02/2022;38;Parangaba/Papicu                        ;37;VT Beneficio Piloto BUM;31
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;3;Estudante;25
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;4;Gratuidade Idoso;4093
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;5;Vale-transporte (vermelho);37
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;9;Vt. Identificação;55
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;11;Idoso Identificação;1194
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;12;Estudante com débito;3287
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;15;Projovem;13
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;16;Grat. Deficiente - S/Acomp;217
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;31;Vt. Institucional;11
01/02/2022;41;Parangaba/Oliveira Paiva/Papicu         ;37;VT Beneficio Piloto BUM;19
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;3;Estudante;62
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;4;Gratuidade Idoso;4024
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;5;Vale-transporte (vermelho);24
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;9;Vt. Identificação;95
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;11;Idoso Identificação;897
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;12;Estudante com débito;2465
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;15;Projovem;23
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;16;Grat. Deficiente - S/Acomp;191
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;31;Vt. Institucional;10
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;32;Gratuidade Infantil;5
01/02/2022;42;Antônio Bezerra/Francisco Sá/Papicu     ;37;VT Beneficio Piloto BUM;38
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;3;Estudante;9
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;4;Gratuidade Idoso;1075
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;5;Vale-transporte (vermelho);12
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;9;Vt. Identificação;9
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;11;Idoso Identificação;211
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;12;Estudante com débito;571
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;15;Projovem;4
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;16;Grat. Deficiente - S/Acomp;87
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;31;Vt. Institucional;2
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;32;Gratuidade Infantil;1
01/02/2022;43;Cj Ceará/Lagoa/Fernandes Távora         ;37;VT Beneficio Piloto BUM;6
01/02/2022;44;Parangaba/Papicu/Montese                ;3;Estudante;36
01/02/2022;44;Parangaba/Papicu/Montese                ;4;Gratuidade Idoso;3120
01/02/2022;44;Parangaba/Papicu/Montese                ;5;Vale-transporte (vermelho);10
01/02/2022;44;Parangaba/Papicu/Montese                ;6;Crachá Empresas;5
01/02/2022;44;Parangaba/Papicu/Montese                ;9;Vt. Identificação;37
01/02/2022;44;Parangaba/Papicu/Montese                ;11;Idoso Identificação;862
01/02/2022;44;Parangaba/Papicu/Montese                ;12;Estudante com débito;2358
01/02/2022;44;Parangaba/Papicu/Montese                ;15;Projovem;10
01/02/2022;44;Parangaba/Papicu/Montese                ;16;Grat. Deficiente - S/Acomp;76
01/02/2022;44;Parangaba/Papicu/Montese                ;31;Vt. Institucional;1
01/02/2022;44;Parangaba/Papicu/Montese                ;33;Vale-Trasnporte ENEM;1
01/02/2022;44;Parangaba/Papicu/Montese                ;37;VT Beneficio Piloto BUM;25
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;2;Popular;1
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;3;Estudante;45
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;4;Gratuidade Idoso;3136
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;5;Vale-transporte (vermelho);22
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;9;Vt. Identificação;54
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;11;Idoso Identificação;757
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;12;Estudante com débito;2261
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;15;Projovem;10
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;16;Grat. Deficiente - S/Acomp;133
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;31;Vt. Institucional;5
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;32;Gratuidade Infantil;2
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;33;Vale-Trasnporte ENEM;1
01/02/2022;45;Cj Ceará/Papicu/Montese                 ;37;VT Beneficio Piloto BUM;13
01/02/2022;48;Corujão/Parangaba/Papicu                ;4;Gratuidade Idoso;19
01/02/2022;48;Corujão/Parangaba/Papicu                ;5;Vale-transporte (vermelho);1
01/02/2022;48;Corujão/Parangaba/Papicu                ;9;Vt. Identificação;1
01/02/2022;48;Corujão/Parangaba/Papicu                ;12;Estudante com débito;2
01/02/2022;48;Corujão/Parangaba/Papicu                ;31;Vt. Institucional;1
01/02/2022;49;Siqueira/Oliveira Paiva/Washington Soares;3;Estudante;1
01/02/2022;49;Siqueira/Oliveira Paiva/Washington Soares;4;Gratuidade Idoso;516
01/02/2022;49;Siqueira/Oliveira Paiva/Washington Soares;5;Vale-transporte (vermelho);10
01/02/2022;49;Siqueira/Oliveira Paiva/Washington Soares;6;Crachá Empresas;1
